V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,58,Motorcycle over 125cc and up to 500cc,Serious
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,43,Pedal cycle,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,65,Bus or coach (17 or more passenger seats),Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,49,Car,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Goods vehicle 3.5 tonnes mgw and under,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,63,Car,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,31,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,13,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,16,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,57,Pedal cycle,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,13,Pedal cycle,Serious
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,54,Car,Slight
2,Tuesday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,61,Car,Serious
1,Tuesday,B,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Female,23,Car,Slight
1,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,23,Car,Serious
1,Wednesday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,72,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,37,Pedal cycle,Slight
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Car,Slight
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,50,Pedal cycle,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,26,Pedal cycle,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,42,Pedal cycle,Slight
4,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,54,Car,Slight
4,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Car,Slight
4,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,6,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,28,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,4,Car,Slight
1,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,43,Taxi/Private hire car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Pedal cycle,Serious
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,46,Car,Serious
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,29,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,27,Car,Slight
2,Thursday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,69,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Motorcycle over 50cc and up to 125cc,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
1,Thursday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,15,Car,Slight
2,Thursday,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Female,25,Pedal cycle,Slight
3,Thursday,A,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,24,Car,Slight
3,Thursday,A,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Male,25,Car,Slight
3,Thursday,A,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,31,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Male,75,Bus or coach (17 or more passenger seats),Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,55,Pedal cycle,Slight
1,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,51,Goods vehicle 3.5 tonnes mgw and under,Serious
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Motorcycle over 500cc,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Goods vehicle 3.5 tonnes mgw and under,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,20,Goods vehicle 3.5 tonnes mgw and under,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,61,Car,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,51,Car,Slight
4,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,50,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,19,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Female,13,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,23,Pedal cycle,Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,32,Car,Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,20,Car,Slight
2,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,63,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,40,Car,Slight
3,Sunday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,20,Motorcycle over 125cc and up to 500cc,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,33,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,1,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,44,Pedal cycle,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,59,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Bus or coach (17 or more passenger seats),Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,16,Bus or coach (17 or more passenger seats),Slight
1,Monday,Motorway,Wet / Damp,Daylight: street lights present,Other,Driver or rider,Male,28,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Taxi/Private hire car,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,23,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,48,Goods vehicle 3.5 tonnes mgw and under,Slight
3,Tuesday,A,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver or rider,Female,43,Car,Slight
1,Tuesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,26,Motorcycle over 50cc and up to 125cc,Serious
1,Tuesday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,52,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Car,Slight
1,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Male,24,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,78,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Car,Serious
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,32,Car,Serious
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Motorcycle over 50cc and up to 125cc,Serious
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Pedal cycle,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,5,Car,Slight
3,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,49,Car,Slight
3,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,85,Car,Slight
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,48,Car,Slight
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,49,Car,Slight
1,Wednesday,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Driver or rider,Female,63,Car,Slight
1,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Male,10,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,34,Taxi/Private hire car,Slight
2,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,21,Car,Slight
5,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,23,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,26,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,60,Goods vehicle 3.5 tonnes mgw and under,Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Male,12,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,50,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,27,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,40,Taxi/Private hire car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,69,Car,Slight
2,Thursday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,23,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,38,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,27,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Slight
2,Thursday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,53,Car,Slight
2,Thursday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,43,Goods vehicle 3.5 tonnes mgw and under,Slight
1,Friday,A,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Male,35,Motorcycle over 50cc and up to 125cc,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,41,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Motorcycle over 50cc and up to 125cc,Serious
1,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,26,Motorcycle over 50cc and up to 125cc,Serious
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,85,Bus or coach (17 or more passenger seats),Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Pedal cycle,Serious
1,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,15,Pedal cycle,Slight
4,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Motorcycle over 125cc and up to 500cc,Serious
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,66,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,65,Car,Slight
1,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Car,Slight
